"PERIOD","ACTUAL_VALUE","INDICATOR_CODE","INDICATOR_NAME",
2010-03-31 00:00:00,44.8960178790134,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2010-06-30 00:00:00,42.2885867322436,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2010-09-30 00:00:00,32.564278807509,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2010-12-31 00:00:00,36.3997745196422,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2011-03-31 00:00:00,35.4326271977522,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2011-06-30 00:00:00,30.5301577947863,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2011-09-30 00:00:00,33.0509355706905,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2011-12-31 00:00:00,33.7035726485081,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2012-03-31 00:00:00,27.2056359357315,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2012-06-30 00:00:00,29.8084652624278,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2012-09-30 00:00:00,32.3610129746811,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2012-12-31 00:00:00,27.0694922659216,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2013-03-31 00:00:00,36.0544962123735,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2013-06-30 00:00:00,33.822186097782,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2013-09-30 00:00:00,34.9446382234782,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2013-12-31 00:00:00,34.5684527759486,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2014-03-31 00:00:00,36.3014302436876,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2014-06-30 00:00:00,31.8540540507282,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2014-09-30 00:00:00,33.3184977997083,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2014-12-31 00:00:00,32.348227406181,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2015-03-31 00:00:00,34.5868971601658,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2015-06-30 00:00:00,36.2067760358329,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2015-09-30 00:00:00,33.4316151375477,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2015-12-31 00:00:00,37.938716885704,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2016-03-31 00:00:00,33.7253364321529,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2016-06-30 00:00:00,36.2482916569378,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2016-09-30 00:00:00,38.3057084939766,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2016-12-31 00:00:00,36.3493608113058,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2017-03-31 00:00:00,43.170399478979,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2017-06-30 00:00:00,43.7602172101294,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2017-09-30 00:00:00,50.8678391533232,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2017-12-31 00:00:00,39.2930372583895,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2018-03-31 00:00:00,35.1922892628664,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2018-06-30 00:00:00,41.4372450539474,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2018-09-30 00:00:00,34.7319247833654,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2018-12-31 00:00:00,40.2911659800624,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2019-03-31 00:00:00,42.1280376643726,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2019-06-30 00:00:00,37.383753669563,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2019-09-30 00:00:00,39.9024857791456,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2019-12-31 00:00:00,34.0,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2020-03-31 00:00:00,34.0,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2020-06-30 00:00:00,33.0,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2020-09-30 00:00:00,42.0,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2020-12-31 00:00:00,46.0,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2021-03-31 00:00:00,35.0,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2021-06-30 00:00:00,49.0,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2021-09-30 00:00:00,48.0,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2021-12-31 00:00:00,54.0,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2022-03-31 00:00:00,37.0,"SAFZAXX01Qa105","Provincial Employment by Industry (Transport) - Free State",
2008-03-31 00:00:00,165.801875482985,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2008-06-30 00:00:00,165.19448021635,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2008-09-30 00:00:00,166.686887996867,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2008-12-31 00:00:00,182.203445419228,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2009-03-31 00:00:00,184.689798545885,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2009-06-30 00:00:00,173.872453733979,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2009-09-30 00:00:00,172.079786388741,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2009-12-31 00:00:00,153.63866351141,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2010-03-31 00:00:00,152.302018229898,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2010-06-30 00:00:00,155.416909990874,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2010-09-30 00:00:00,185.338255731876,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2010-12-31 00:00:00,176.916831575289,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2011-03-31 00:00:00,167.159707914726,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2011-06-30 00:00:00,170.628651908885,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2011-09-30 00:00:00,148.94598197424,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2011-12-31 00:00:00,163.325610924365,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2012-03-31 00:00:00,175.230003965807,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2012-06-30 00:00:00,188.062995288701,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2012-09-30 00:00:00,196.62953684762,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2012-12-31 00:00:00,178.709382757488,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2013-03-31 00:00:00,187.667874083907,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2013-06-30 00:00:00,179.445921867516,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2013-09-30 00:00:00,199.855237655896,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2013-12-31 00:00:00,198.410735974474,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2014-03-31 00:00:00,178.264577824827,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2014-06-30 00:00:00,184.180116997767,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2014-09-30 00:00:00,172.793836774352,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2014-12-31 00:00:00,169.330152737921,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2015-03-31 00:00:00,165.905605445485,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2015-06-30 00:00:00,173.605874212889,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2015-09-30 00:00:00,154.972239842764,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2015-12-31 00:00:00,155.435388620027,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2016-03-31 00:00:00,165.54724723414,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2016-06-30 00:00:00,163.861243777807,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2016-09-30 00:00:00,178.61898717964,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2016-12-31 00:00:00,159.773862462532,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2017-03-31 00:00:00,155.078423918492,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2017-06-30 00:00:00,169.510814508206,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2017-09-30 00:00:00,182.048078341569,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2017-12-31 00:00:00,189.251722955211,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2018-03-31 00:00:00,177.686577056807,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2018-06-30 00:00:00,193.676563127515,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2018-09-30 00:00:00,176.476436063294,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2018-12-31 00:00:00,178.341056326057,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2019-03-31 00:00:00,184.09040592195,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2019-06-30 00:00:00,170.976390781924,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2019-09-30 00:00:00,191.727988887813,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2019-12-31 00:00:00,180.0,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2020-03-31 00:00:00,189.0,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2020-06-30 00:00:00,161.0,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2020-09-30 00:00:00,168.0,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2020-12-31 00:00:00,180.0,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2021-03-31 00:00:00,168.0,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2021-06-30 00:00:00,173.0,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2021-09-30 00:00:00,163.0,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2021-12-31 00:00:00,163.0,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2022-03-31 00:00:00,174.0,"SAFZAXX01Qa106","Provincial Employment by Industry (Transport) - KwaZulu Natal",
2008-03-31 00:00:00,31.3888908220815,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2008-06-30 00:00:00,34.9291335290024,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2008-09-30 00:00:00,28.4330673944831,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2008-12-31 00:00:00,26.3395954698059,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2009-03-31 00:00:00,25.3314900854839,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2009-06-30 00:00:00,20.9466884028935,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2009-09-30 00:00:00,20.9114268733787,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2009-12-31 00:00:00,25.5776623178184,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2010-03-31 00:00:00,26.7473980059846,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2010-06-30 00:00:00,23.3747266304233,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2010-09-30 00:00:00,23.4368609099122,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2010-12-31 00:00:00,22.7631045350282,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2011-03-31 00:00:00,22.9046904825457,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2011-06-30 00:00:00,26.7229673782795,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2011-09-30 00:00:00,25.3941293669192,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2011-12-31 00:00:00,29.6783194720066,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2012-03-31 00:00:00,29.8903713024497,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2012-06-30 00:00:00,34.8086314178374,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2012-09-30 00:00:00,35.9333070890044,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2012-12-31 00:00:00,39.5005010078169,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2013-03-31 00:00:00,33.203086998994,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2013-06-30 00:00:00,27.801212516195,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2013-09-30 00:00:00,27.0220125961926,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2013-12-31 00:00:00,31.3785946925291,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2014-03-31 00:00:00,30.4701038008689,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2014-06-30 00:00:00,25.6876571420516,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2014-09-30 00:00:00,33.8565415684392,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2014-12-31 00:00:00,36.1730976355758,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2015-03-31 00:00:00,30.2900218994887,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2015-06-30 00:00:00,25.4006362294187,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2015-09-30 00:00:00,37.3056190920358,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2015-12-31 00:00:00,46.1082405546888,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2016-03-31 00:00:00,43.6585737821799,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2016-06-30 00:00:00,33.194284917834,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2016-09-30 00:00:00,27.0021762668018,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2016-12-31 00:00:00,37.3535947075464,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2017-03-31 00:00:00,37.8644825825448,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2017-06-30 00:00:00,31.2202562799893,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2017-09-30 00:00:00,34.8565920140309,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2017-12-31 00:00:00,36.3577792315436,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2018-03-31 00:00:00,33.0285093824315,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2018-06-30 00:00:00,34.367998769217,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2018-09-30 00:00:00,33.4760188672061,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2018-12-31 00:00:00,32.2275259569954,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2019-03-31 00:00:00,45.2886184600527,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2019-06-30 00:00:00,37.9091069510767,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2019-09-30 00:00:00,36.9535253689617,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2019-12-31 00:00:00,38.0,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2020-03-31 00:00:00,30.0,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2020-06-30 00:00:00,33.0,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2020-09-30 00:00:00,35.0,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2020-12-31 00:00:00,29.0,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2021-03-31 00:00:00,30.0,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2021-06-30 00:00:00,38.0,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2021-09-30 00:00:00,28.0,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2021-12-31 00:00:00,19.0,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2022-03-31 00:00:00,27.0,"SAFZAXX01Qa107","Provincial Employment by Industry (Transport) - North West",
2008-03-31 00:00:00,311.566324273269,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2008-06-30 00:00:00,298.55497768142,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2008-09-30 00:00:00,315.002630290813,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2008-12-31 00:00:00,312.766998175154,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2009-03-31 00:00:00,294.984137676294,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2009-06-30 00:00:00,286.880668357697,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2009-09-30 00:00:00,300.221883733484,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2009-12-31 00:00:00,309.074893725744,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2010-03-31 00:00:00,339.981427577489,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2010-06-30 00:00:00,309.900979186175,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2010-09-30 00:00:00,281.148531229416,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2010-12-31 00:00:00,280.949557257667,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2011-03-31 00:00:00,274.00298828554,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2011-06-30 00:00:00,309.482640890879,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2011-09-30 00:00:00,314.474185269086,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2011-12-31 00:00:00,336.798776220476,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2012-03-31 00:00:00,294.649854131592,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2012-06-30 00:00:00,283.1606680522,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2012-09-30 00:00:00,333.064565053403,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2012-12-31 00:00:00,339.33667437288,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2013-03-31 00:00:00,330.002171013792,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2013-06-30 00:00:00,354.76069697596,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2013-09-30 00:00:00,356.273001840979,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2013-12-31 00:00:00,359.351898335477,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2014-03-31 00:00:00,318.276321624753,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2014-06-30 00:00:00,372.787661443305,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2014-09-30 00:00:00,358.112558378183,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2014-12-31 00:00:00,395.601610519161,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2015-03-31 00:00:00,354.921519075051,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2015-06-30 00:00:00,381.265437933936,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2015-09-30 00:00:00,365.711165231603,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2015-12-31 00:00:00,341.869829915877,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2016-03-31 00:00:00,342.484669283542,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2016-06-30 00:00:00,331.686674391868,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2016-09-30 00:00:00,359.004950885586,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2016-12-31 00:00:00,377.500643203422,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2017-03-31 00:00:00,383.654921263988,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2017-06-30 00:00:00,374.01189837469,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2017-09-30 00:00:00,382.653463586472,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2017-12-31 00:00:00,399.384453072128,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2018-03-31 00:00:00,383.003385111123,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2018-06-30 00:00:00,404.826512739294,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2018-09-30 00:00:00,388.5124665285,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2018-12-31 00:00:00,358.263404990635,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2019-03-31 00:00:00,388.515787773204,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2019-06-30 00:00:00,385.610373221064,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2019-09-30 00:00:00,358.294100749989,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2019-12-31 00:00:00,377.0,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2020-03-31 00:00:00,363.0,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2020-06-30 00:00:00,354.0,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2020-09-30 00:00:00,324.0,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2020-12-31 00:00:00,362.0,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2021-03-31 00:00:00,333.0,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2021-06-30 00:00:00,378.0,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2021-09-30 00:00:00,381.0,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2021-12-31 00:00:00,387.0,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2022-03-31 00:00:00,348.0,"SAFZAXX01Qa108","Provincial Employment by Industry (Transport) - Gauteng",
2008-03-31 00:00:00,42.2914867880124,"SAFZAXX01Qa109","Provincial Employment by Industry (Transport) - Mpumalanga",
2008-06-30 00:00:00,44.3557320958214,"SAFZAXX01Qa109","Provincial Employment by Industry (Transport) - Mpumalanga",
2008-09-30 00:00:00,49.7162358529363,"SAFZAXX01Qa109","Provincial Employment by Industry (Transport) - Mpumalanga",
2008-12-31 00:00:00,57.4732160614346,"SAFZAXX01Qa109","Provincial Employment by Industry (Transport) - Mpumalanga",
2009-03-31 00:00:00,50.9883415749002,"SAFZAXX01Qa109","Provincial Employment by Industry (Transport) - Mpumalanga",
2009-06-30 00:00:00,45.8525533840659,"SAFZAXX01Qa109","Provincial Employment by Industry (Transport) - Mpumalanga",
2009-09-30 00:00:00,43.6588214375417,"SAFZAXX01Qa109","Provincial Employment by Industry (Transport) - Mpumalanga",
2009-12-31 00:00:00,46.0969980710636,"SAFZAXX01Qa109","Provincial Employment by Industry (Transport) - Mpumalanga",
2010-03-31 00:00:00,46.3022916339196,"SAFZAXX01Qa109","Provincial Employment by Industry (Transport) - Mpumalanga",
2010-06-30 00:00:00,47.6784110773959,"SAFZAXX01Qa109","Provincial Employment by Industry (Transport) - Mpumalanga",
2010-09-30 00:00:00,44.9089913710801,"SAFZAXX01Qa109","Provincial Employment by Industry (Transport) - Mpumalanga",
2010-12-31 00:00:00,37.6065038567338,"SAFZAXX01Qa109","Provincial Employment by Industry (Transport) - Mpumalanga",
2011-03-31 00:00:00,37.8194286452482,"SAFZAXX01Qa109","Provincial Employment by Industry (Transport) - Mpumalanga",
2011-06-30 00:00:00,43.4065108107344,"SAFZAXX01Qa109","Provincial Employment by Industry (Transport) - Mpumalanga",
2011-09-30 00:00:00,46.9662682488102,"SAFZAXX01Qa109","Provincial Employment by Industry (Transport) - Mpumalanga",
2011-12-31 00:00:00,43.7451993374399,"SAFZAXX01Qa109","Provincial Employment by Industry (Transport) - Mpumalanga",
2012-03-31 00:00:00,54.8692901004349,"SAFZAXX01Qa109","Provincial Employment by Industry (Transport) - Mpumalanga",
2012-06-30 00:00:00,63.368119696044,"SAFZAXX01Qa109","Provincial Employment by Industry (Transport) - Mpumalanga",
2012-09-30 00:00:00,53.8727112951961,"SAFZAXX01Qa109","Provincial Employment by Industry (Transport) - Mpumalanga",
2012-12-31 00:00:00,58.5513818840031,"SAFZAXX01Qa109","Provincial Employment by Industry (Transport) - Mpumalanga",
2013-03-31 00:00:00,46.3692309350521,"SAFZAXX01Qa109","Provincial Employment by Industry (Transport) - Mpumalanga",
